SensoriaRawDataFormat: 4.0
FirmwareRevision: 1.1.5.238R
DeviceName: Sensoria-C1-08C8
SerialNumber: C510F3DE76F7D46D
Location: 0x0000
Start: 2024-09-01T17:33:12+02:00
SamplingFrequency: 50
AfeName: N/A
AfeUnits: N/A
(null)
(null)
(null)
(null)
(null)
(null)
(null)
(null)

Tag,AutoTag,Tick,T,S0,S1,S2,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,HRM,S3,S4,S5,S6,S7,CS0,CS1,CS2,CS3,CS4,CS5,CS6,CS7,RSSI,Timestamp,Zero
,,1764,2240,422,530,514,-0.335938,0.015625,0.015625,3.360000,16.799999,-5.600000,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.705,
,,1765,2260,422,530,513,-0.335938,0.015625,0.015625,3.360000,16.799999,-5.600000,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.706,
,,1766,2280,423,532,513,-0.335938,0.015625,0.015625,3.360000,16.799999,-5.600000,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.735,
,,1767,2300,423,533,514,-0.335938,0.015625,0.015625,3.360000,16.799999,-5.600000,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.765,
,,1768,2320,423,534,513,-0.250000,-0.343750,-0.066406,-14.560000,-35.840000,29.120001,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.766,
,,1769,2340,424,535,512,-0.250000,-0.343750,-0.066406,-14.560000,-35.840000,29.120001,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.795,
,,1770,2360,425,534,512,-0.250000,-0.343750,-0.066406,-14.560000,-35.840000,29.120001,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.825,
,,1771,2380,424,536,512,-0.273438,-0.187500,0.046875,-20.160000,-45.920002,51.520000,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.826,
,,1772,2400,424,537,511,-0.273438,-0.187500,0.046875,-20.160000,-45.920002,51.520000,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.855,
,,1773,2420,424,537,511,-0.273438,-0.187500,0.046875,-20.160000,-45.920002,51.520000,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.885,
,,1774,2440,425,539,512,-0.273438,-0.187500,0.046875,-20.160000,-45.920002,51.520000,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.886,
,,1775,2460,425,540,512,-0.367188,0.597656,-0.035156,-3.360000,22.400000,94.080002,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.915,
,,1776,2480,426,541,512,-0.367188,0.597656,-0.035156,-3.360000,22.400000,94.080002,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.945,
,,1777,2500,425,542,513,-0.367188,0.597656,-0.035156,-3.360000,22.400000,94.080002,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.946,
,,1778,2520,425,542,512,-0.367188,0.597656,-0.035156,-3.360000,22.400000,94.080002,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.975,
,,1779,2540,425,543,482,0.031250,1.613281,-0.199219,16.799999,2.240000,146.720001,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:15.005,
,,1780,2560,426,538,434,0.031250,1.613281,-0.199219,16.799999,2.240000,146.720001,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:15.006,
,,1781,2580,426,532,442,0.031250,1.613281,-0.199219,16.799999,2.240000,146.720001,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:15.035,
,,1782,2600,425,527,463,0.031250,1.613281,-0.199219,16.799999,2.240000,146.720001,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:15.065,
,,1783,2620,422,514,474,0.597656,0.402344,0.554688,5.600000,-77.279999,6.720000,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:15.095,
