Index,Stock Value,Weighted Average,Sigma,Portfolio Value
1395,93.605,96.037,2.88515,88.3766
1396,93.85,95.9714,2.88467,88.6079
1397,93.91,95.9096,2.88414,88.6645
1398,94.06,95.8541,2.8835,88.8061
1399,93.81,95.7928,2.88296,88.5701
1400,91.8249,95.6737,2.88377,86.6959
1401,92.09,95.5662,2.88423,86.9462
1402,92.16,95.464,2.88455,87.0123
1403,92.205,95.3663,2.88476,87.0548
1404,92.325,95.275,2.88481,87.168
1405,92.495,95.1916,2.88468,87.3286
1406,91.76,95.0887,2.88502,86.6346
1407,91.58,94.9834,2.88542,86.4647
1408,91.07,94.866,2.88617,85.9832
1409,91.095,94.7529,2.88679,86.0068
1410,90.895,94.6371,2.88748,85.8179
1411,90.855,94.5237,2.88811,85.7802
1412,91.1202,94.4216,2.88842,86.0305
1413,91.01,94.3192,2.88874,85.9265
1414,90.625,94.2084,2.88929,85.563
1415,90.88,94.1085,2.88955,85.8038
1416,90.9,94.0123,2.88971,85.8226
1417,90.84,93.9171,2.88985,85.766
1418,90.965,93.8286,2.88983,85.884
1419,90.555,93.7304,2.89004,85.4969
1420,90.95,93.6469,2.88991,85.8699
1421,90.35,93.548,2.89014,85.3034
1422,90.23,93.4485,2.89038,85.1901
1423,90.47,93.3591,2.89038,85.4167
1424,90.285,93.2669,2.89044,85.242
1425,89.38,93.1503,2.89115,84.3875
1426,89.03,93.0267,2.89208,84.0571
1427,89.15,92.9104,2.89278,84.1704
1428,89.5401,92.8093,2.89306,84.5387
1429,89.54,92.7112,2.89326,84.5386
1430,89.61,92.6182,2.89334,84.6047
1431,89.25,92.5171,2.89362,84.2648
1432,89.03,92.4125,2.89399,84.0571
1433,88.94,92.3083,2.89435,83.9721
1434,89.11,92.2124,2.8945,84.1326
1435,89.97,92.1451,2.89406,84.9446
1436,89.995,92.0806,2.89358,84.9682
1437,90.2,92.0242,2.89297,85.1617
1438,89.95,91.962,2.89245,84.9257
1439,89.83,91.898,2.89196,84.8124
1440,89.9,91.8381,2.89141,84.8785
1441,90,91.7829,2.89079,84.9729
1442,90.75,91.7519,2.8899,85.681
1443,90.34,91.7096,2.88913,85.2939
1444,90.79,91.682,2.88822,85.7188
1445,90.735,91.6536,2.88733,85.6669
1446,90.875,91.6302,2.8864,85.799
1447,91.11,91.6146,2.88543,86.0209
1448,89.9,91.5632,2.88476,84.8785
1449,89.6,91.5043,2.8842,84.5953
1450,89.52,91.4448,2.88365,84.5197
1451,89.365,91.3824,2.88314,84.3734
1452,89.095,91.3137,2.88274,84.1185
1453,88.795,91.2382,2.88246,83.8352
1454,89.11,91.1743,2.88198,84.1326
1455,91.23,91.176,2.88099,86.1342
1456,91.03,91.1716,2.88,85.9454
1457,91.24,91.1737,2.87902,86.1437
1458,91.6,91.1865,2.87805,86.4835
1459,92.045,91.2122,2.87715,86.9037
1460,92.3,91.2449,2.87629,87.1444
1461,92.14,91.2717,2.8754,86.9934
1462,92.01,91.2939,2.87448,86.8706
1463,92.135,91.3191,2.87357,86.9887
1464,92.29,91.3482,2.8727,87.135
1465,92.42,91.3804,2.87185,87.2577
1466,91.805,91.3931,2.87089,86.6771
1467,91.945,91.4097,2.86994,86.8093
1468,91.66,91.4172,2.86897,86.5402
1469,93.59,91.4824,2.86852,88.3624
1470,93.25,91.5354,2.8679,88.0414
1471,93.6999,91.6003,2.86745,88.4662
1472,93.51,91.6576,2.86688,88.2869
1473,93.295,91.7067,2.8662,88.0839
1474,92.805,91.7397,2.86537,87.6212
1475,92.745,91.7698,2.86451,87.5646
1476,93.04,91.808,2.86372,87.8431
1477,92.775,91.837,2.86285,87.5929
1478,92.96,91.8707,2.86203,87.7676
1479,93.51,91.9198,2.86136,88.2869
1480,93.49,91.9669,2.86066,88.268
1481,93.35,92.0084,2.85991,88.1358
1482,93.765,92.0611,2.85929,88.5276
1483,94.61,92.1376,2.85905,89.3254
1484,94.03,92.1944,2.85848,88.7778
1485,94.06,92.2503,2.8579,88.8061
1486,94.27,92.3109,2.8574,89.0044
1487,94.61,92.3799,2.85702,89.3254
1488,94.82,92.4531,2.85672,89.5237
1489,94.5,92.5145,2.85622,89.2216
1490,95.16,92.5939,2.85604,89.8447
1491,95.5444,92.6824,2.85604,90.2076
1492,95.305,92.7611,2.85584,89.9816
1493,95.23,92.8351,2.85556,89.9108
1494,94.785,92.8936,2.85503,89.4906
1495,94.995,92.9567,2.85456,89.6889
1496,95.56,93.0348,2.85435,90.2224
1497,95.42,93.1063,2.85402,90.0902
1498,96.1585,93.1979,2.8541,90.7874
1499,95.84,93.2772,2.85391,90.4867
1500,95.01,93.3291,2.85329,89.7031
1501,95.3228,93.389,2.85278,89.9984
1502,95.13,93.4412,2.85216,89.8164
1503,95.18,93.4933,2.85154,89.8636
1504,94.63,93.5274,2.85074,89.3443
1505,94.575,93.5589,2.84991,89.2924
1506,94.11,93.5754,2.849,88.8533
1507,94.005,93.5883,2.84807,88.7542
1508,94.76,93.6234,2.84728,89.467
1509,94.815,93.6592,2.84649,89.519
1510,94.635,93.6885,2.84566,89.349
1511,94.37,93.7089,2.84477,89.0988
1512,94.37,93.7287,2.84387,89.0988
1513,94.36,93.7477,2.84298,89.0894
1514,94.445,93.7686,2.84209,89.1696
1515,94.6417,93.7948,2.84124,89.3553
1516,94.445,93.8143,2.84035,89.1696
1517,94.305,93.829,2.83944,89.0375
1518,94.1,93.8372,2.83851,88.8439
1519,94.67,93.8621,2.83765,89.3821
1520,94.81,93.8906,2.83682,89.5142
1521,95.16,93.9287,2.83606,89.8447
1522,95.075,93.963,2.83527,89.7644
1523,94.69,93.9849,2.8344,89.401
1524,94.73,94.0072,2.83353,89.4387
1525,94,94.007,2.8326,88.7495
1526,92.87,93.9729,2.83182,87.6826
1527,93.28,93.9521,2.83094,88.0697
1528,93.64,93.9427,2.83003,88.4096
1529,93.73,93.9364,2.82911,88.4946
1530,93.86,93.9341,2.82818,88.6173
1531,94.22,93.9426,2.82727,88.9572
1532,94.59,93.9621,2.82639,89.3065
1533,95.19,93.9989,2.82563,89.873
1534,94.57,94.016,2.82475,89.2877
1535,94.57,94.0327,2.82386,89.2877
1536,94.37,94.0428,2.82296,89.0988
1537,94.06,94.0433,2.82204,88.8061
1538,94.155,94.0466,2.82112,88.8958
1539,94.44,94.0584,2.82022,89.1649
1540,94.3,94.0657,2.81931,89.0327
1541,94.09,94.0664,2.8184,88.8345
1542,94.33,94.0743,2.81749,89.0611
1543,94.1,94.0751,2.81658,88.8439
1544,93.98,94.0722,2.81567,88.7306
1545,93.81,94.0644,2.81477,88.5701
1546,92.91,94.0297,2.814,87.7204
1547,93.0399,94,2.8132,87.843
1548,92.98,93.9694,2.8124,87.7865
1549,93.2,93.9464,2.81156,87.9942
1550,92.9495,93.9165,2.81076,87.7577
1551,92.675,93.8792,2.81002,87.4985
1552,92.52,93.8384,2.80931,87.3522
1553,91.81,93.7776,2.80885,86.6818
1554,90.61,93.6826,2.80903,85.5488
1555,90.395,93.5839,2.80929,85.3459
1556,90.55,93.4929,2.80938,85.4922
1557,90.32,93.3977,2.80956,85.275
1558,90.69,93.3165,2.80945,85.6244
1559,91.31,93.2563,2.80898,86.2097
1560,91.33,93.1985,2.80848,86.2286
1561,92.015,93.163,2.80773,86.8754
1562,91.61,93.1164,2.80709,86.493
1563,91.625,93.0717,2.80643,86.5072
1564,91.96,93.0383,2.80566,86.8234
1565,92.235,93.0142,2.80484,87.0831
1566,92.35,92.9943,2.80399,87.1917
1567,93.09,92.9972,2.8031,87.8903
1568,92.54,92.9835,2.80223,87.371
1569,91.98,92.9533,2.80144,86.8423
1570,92.25,92.9322,2.8006,87.0972
1571,92.24,92.9115,2.79976,87.0878
1572,92.33,92.894,2.79891,87.1728
1573,92.335,92.8773,2.79805,87.1775
1574,92.81,92.8752,2.79716,87.626
1575,92.91,92.8763,2.79628,87.7204
1576,92.62,92.8686,2.7954,87.4466
1577,92.57,92.8596,2.79452,87.3994
1578,93.14,92.8681,2.79364,87.9375
1579,93.21,92.8783,2.79277,88.0036
1580,92.94,92.8802,2.79189,87.7487
1581,94.08,92.9162,2.79116,88.825
1582,93.92,92.9463,2.79039,88.674
1583,93.71,92.9692,2.78957,88.4757
1584,93.58,92.9875,2.78873,88.353
1585,93.38,92.9993,2.78786,88.1641
1586,93.6,93.0173,2.78702,88.3718
1587,93.69,93.0375,2.78619,88.4568
1588,93.12,93.04,2.78532,87.9186
1589,92.96,93.0376,2.78444,87.7676
1590,93.3906,93.0482,2.78358,88.1741
1591,93.33,93.0566,2.78271,88.1169
1592,93.15,93.0594,2.78184,87.947
1593,93.34,93.0678,2.78098,88.1264
1594,93.26,93.0736,2.78011,88.0508
1595,93.64,93.0906,2.77927,88.4096
1596,93.54,93.1041,2.77842,88.3152
1597,93.41,93.1132,2.77756,88.1924
1598,93.3,93.1188,2.7767,88.0886
1599,93.94,93.1435,2.7759,88.6928
1600,93.61,93.1575,2.77506,88.3813
1601,93.28,93.1612,2.77419,88.0697
1602,93.07,93.1584,2.77333,87.8714
1603,92.06,93.1255,2.77259,86.9179
1604,91.85,93.0872,2.7719,86.7196
1605,91.42,93.0372,2.77133,86.3136
1606,91.46,92.9899,2.77073,86.3514
1607,91.27,92.9383,2.77018,86.172
1608,90.95,92.8786,2.76974,85.8699
1609,91.27,92.8304,2.76915,86.172
1610,92.075,92.8077,2.76835,86.932
1611,91.73,92.7754,2.76762,86.6063
1612,91.85,92.7476,2.76685,86.7196
1613,91.955,92.7238,2.76606,86.8187
1614,92.22,92.7087,2.76523,87.0689
1615,92.36,92.6983,2.76438,87.2011
1616,92.99,92.707,2.76354,87.7959
1617,93.55,92.7323,2.76276,88.3246
1618,93.345,92.7507,2.76195,88.1311
1619,93.135,92.7622,2.76111,87.9328
1620,93.05,92.7708,2.76027,87.8526
1621,92.94,92.7759,2.75942,87.7487
1622,92.955,92.7813,2.75857,87.7629
1623,92.29,92.7666,2.75775,87.135
1624,92.3,92.7526,2.75692,87.1444
1625,92.25,92.7375,2.7561,87.0972
1626,91.32,92.695,2.75546,86.2192
1627,91.41,92.6564,2.75479,86.3042
1628,90.955,92.6054,2.75425,85.8746
1629,91.07,92.5593,2.75365,85.9832
1630,91.69,92.5332,2.75288,86.5685
1631,92.61,92.5355,2.75204,87.4371
1632,92.412,92.5318,2.7512,87.2502
1633,92.635,92.5349,2.75036,87.4607
1634,92.34,92.5291,2.74952,87.1822
1635,92.1612,92.518,2.7487,87.0134
1636,91.9,92.4995,2.7479,86.7668
1637,92.01,92.4848,2.74708,86.8706
1638,91.9034,92.4674,2.74628,86.77
1639,92.09,92.456,2.74546,86.9462
1640,91.87,92.4385,2.74466,86.7385
1641,91.8009,92.4193,2.74386,86.6732
1642,91.925,92.4045,2.74305,86.7904
1643,92.03,92.3933,2.74223,86.8895
1644,92.25,92.389,2.7414,87.0972
1645,92.3064,92.3865,2.74057,87.1505
1646,91.63,92.3638,2.7398,86.5119
1647,91.2915,92.3316,2.73909,86.1923
1648,91.04,92.2929,2.73843,85.9548
1649,91.11,92.2574,2.73774,86.0209
1650,91.575,92.2369,2.73696,86.4599
1651,91.57,92.2169,2.73618,86.4552
1652,91.84,92.2056,2.73537,86.7101
1653,92.36,92.2102,2.73454,87.2011
1654,92.1,92.2069,2.73372,86.9556
1655,92.14,92.2049,2.73289,86.9934
1656,92.22,92.2054,2.73207,87.0689
1657,92.435,92.2123,2.73125,87.2719
1658,91.95,92.2044,2.73043,86.814
1659,92.565,92.2152,2.72963,87.3946
1660,92.45,92.2223,2.72881,87.2861
1661,92.68,92.236,2.72801,87.5032
1662,92.69,92.2496,2.72721,87.5127
1663,92.44,92.2553,2.7264,87.2766
1664,92.355,92.2583,2.72558,87.1964
1665,92.45,92.2641,2.72476,87.2861
1666,91.81,92.2504,2.72397,86.6818
1667,91.68,92.2333,2.72318,86.5591
1668,92.16,92.2311,2.72237,87.0123
1669,91.9802,92.2236,2.72156,86.8425
1670,91.29,92.1956,2.72084,86.1909
1671,91.22,92.1663,2.72012,86.1248
1672,91.77,92.1544,2.71932,86.644
1673,91.748,92.1422,2.71853,86.6233
1674,91.66,92.1278,2.71774,86.5402
1675,91.82,92.1185,2.71694,86.6913
1676,91.95,92.1135,2.71613,86.814
1677,91.81,92.1044,2.71533,86.6818
1678,91.85,92.0968,2.71453,86.7196
1679,91.74,92.086,2.71374,86.6157
1680,92.11,92.0868,2.71293,86.9651
1681,91.9284,92.082,2.71212,86.7936
1682,91.925,92.0773,2.71132,86.7904
1683,91.96,92.0738,2.71052,86.8234
1684,92.01,92.0719,2.70971,86.8706
1685,91.895,92.0666,2.70891,86.7621
1686,91.68,92.055,2.70813,86.5591
1687,92.22,92.0599,2.70733,87.0689
1688,92.62,92.0767,2.70656,87.4466
1689,92.27,92.0825,2.70576,87.1161
1690,92.39,92.0917,2.70497,87.2294
1691,92.15,92.0935,2.70417,87.0028
1692,91.895,92.0875,2.70338,86.7621
1693,92.23,92.0918,2.70258,87.0784
1694,93.34,92.1293,2.70194,88.1264
1695,93.245,92.1627,2.70127,88.0367
1696,93.595,92.2057,2.70069,88.3671
1697,93.695,92.2504,2.70012,88.4615
1698,93.3499,92.2834,2.69945,88.1357
1699,93.41,92.3172,2.69879,88.1924
1700,93.5,92.3526,2.69814,88.2774
1701,93.26,92.3799,2.69743,88.0508
1702,93.7,92.4195,2.69681,88.4662
1703,93.835,92.4619,2.69623,88.5937
1704,94.145,92.5124,2.69573,88.8864
1705,94.3,92.5661,2.69526,89.0327
1706,94.19,92.6148,2.69474,88.9289
1707,94.52,92.6719,2.69433,89.2404
1708,94.36,92.7226,2.69383,89.0894
1709,94.3,92.7699,2.69329,89.0327
1710,94.26,92.8146,2.69273,88.995
1711,94.34,92.8604,2.69218,89.0705
1712,94.27,92.9027,2.6916,89.0044
1713,94.43,92.9485,2.69105,89.1555
1714,94.29,92.9887,2.69045,89.0233
1715,94.65,93.0386,2.68995,89.3632
1716,94.225,93.0741,2.68931,88.9619
1717,93.94,93.1001,2.6886,88.6928
1718,94.44,93.1403,2.688,89.1649
1719,95.11,93.1994,2.68762,89.7975
1720,94.6,93.2414,2.68704,89.316
1721,95.315,93.3036,2.68669,89.991
1722,93.75,93.317,2.68593,88.5135
1723,94.0171,93.338,2.6852,88.7656
1724,94.22,93.3645,2.68451,88.9572
1725,93.995,93.3834,2.68377,88.7448
1726,94.0286,93.4028,2.68303,88.7765
1727,94.16,93.4255,2.68231,88.9006
1728,94.86,93.4685,2.68175,89.5615
1729,94.76,93.5073,2.68114,89.467
1730,94.67,93.5421,2.6805,89.3821
1731,95.47,93.6,2.68011,90.1374
1732,96.49,93.6867,2.68018,91.1004
1733,95.88,93.7525,2.67989,90.5245
1734,95.445,93.8033,2.67941,90.1138
1735,95.39,93.8509,2.67889,90.0619
1736,96.79,93.939,2.679,91.3837
1737,97.8,94.0549,2.67973,92.3372
1738,97.73,94.1651,2.68033,92.2711
1739,97.55,94.2667,2.68071,92.1012
1740,96.93,94.3466,2.68066,91.5158
1741,96.85,94.4217,2.68052,91.4403
1742,95.73,94.4609,2.67992,90.3829
1743,96.0253,94.5078,2.6794,90.6617
1744,96.38,94.564,2.67898,90.9966
1745,96.14,94.6113,2.67847,90.77
